Elem_name	ion.state	Wl	Ei	Ek	Ak	gi	gk	lineLeft	lineRight	bgrLeft	bgrRight	coment
Mn	II	159.322	5.990647	13.772604	50000000	9	11	155	155	155	155	ggg
Mn	II	160.21	4.0651815	11.804098	100000000	9	9					
Mn	II	160.547	4.3099509	12.032622	220000000	11	9					
Mn	II	161.579	4.3283838	12.001694	190000000	9	7					
Mn	II	162.314	4.3400408	11.978601	200000000	7	5					
Mn	II	162.984	4.7787381	12.3859168	70000000	7	9					
Mn	II	162.994	4.7787381	12.3854376	70000000	7	7					
Mn	II	163.675	4.8114165	12.3865529	110000000	9	11					
Mn	II	167.863	1.1745014	8.5604778	1100000	5	5					
Mn	II	167.955	3.7058299	11.08783	100000000	7	7					
Mn	II	170.827	3.784458	11.042366	140000000	13	11					
Mn	II	171.183	3.803774	11.046563	150000000	11	9					
Mn	II	171.438	3.818225	11.050227	180000000	9	7					
Mn	II	172.529	6.9055496	14.091879	90000000	9	11					
Mn	II	173.355	1.776181	8.928232	170000000	9	9					
Mn	II	174.486	5.3772613	12.483049	130000000	7	9					
Mn	II	181.387	6.8114703	13.646808	260000000	3	5					
Mn	II	181.524	6.8335544	13.663753	240000000	5	7					
Mn	II	181.628	6.865215	13.69148	160000000	7	9					
Mn	II	181.753	3.784458	10.606022	80000000	13	11					
Mn	II	182.221	6.8335544	13.637626	370000000	5	3					
Mn	II	182.369	6.865215	13.663753	340000000	7	7					
Mn	II	182.708	6.9055496	13.69148	650000000	9	9					
Mn	II	182.825	6.865215	13.646808	300000000	7	5					
Mn	II	183.457	6.9055496	13.663753	180000000	9	7					
Mn	II	183.651	1.8094049	8.5604778	3300000	7	5					
Mn	II	183.713	4.1097923	10.858578	90000000	11	9					
Mn	II	184.286	1.8326359	8.5604778	4200000	5	5					
Mn	II	184.693	1.8475137	8.5604778	1200000	3	5					
Mn	II	184.773	3.784458	10.494511	100000000	13	13					
Mn	II	184.773	6.8335544	13.543468	300000000	5	3					
Mn	II	184.816	6.8114703	13.52001	150000000	3	5					
Mn	II	184.826	6.865215	13.573368	230000000	7	7					
Mn	II	185.088	3.907326	10.606022	100000000	9	11					
Mn	II	185.161	6.8335544	13.529544	120000000	5	7					
Mn	II	185.278	6.865215	13.55692	170000000	7	5					
Mn	II	185.327	1.776181	8.4662193	180000000	9	7					
Mn	II	185.489	6.9055496	13.58971	230000000	9	9					
Mn	II	185.67	6.8335544	13.51122	170000000	5	5					
Mn	II	185.701	6.865215	13.541777	210000000	7	9					
Mn	II	186.051	3.803774	10.467761	70000000	11	11					
Mn	II	186.28	6.9055496	13.56132	250000000	9	7					
Mn	II	186.462	6.9055496	13.554876	260000000	9	11					
Mn	II	186.552	6.865215	13.51122	230000000	7	5					
Mn	II	189.748	1.8094049	8.3435719	4600000	7	9					
Mn	II	189.812	1.776181	8.3080841	1700000	9	7					
Mn	II	190.295	3.703336	10.218716	180000000	5	7					
Mn	II	190.784	1.8094049	8.3080841	13200000	7	7					
Mn	II	190.891	3.80445	10.299481	160000000	3	5					
Mn	II	190.983	1.776181	8.2681019	4200000	9	7					
Mn	II	191.141	1.776181	8.2627156	79000000	9	9					
Mn	II	191.468	1.8326359	8.3080841	21200000	5	7					
Mn	II	191.51	1.776181	8.2502234	117000000	9	11					
Mn	II	191.864	1.8326359	8.2947281	21800000	5	5					
Mn	II	191.891	1.8326359	8.2938151	6500000	5	3					
Mn	II	191.964	1.8094049	8.2681019	23800000	7	7					
Mn	II	192.003	1.8094049	8.2668737	69000000	7	5					
Mn	II	192.125	1.8094049	8.2627156	187000000	7	9					
Mn	II	192.307	1.8475137	8.2947281	24800000	3	5					
Mn	II	192.334	1.8475137	8.2938151	53000000	3	3					
Mn	II	192.496	5.347626	11.788506	260000000	5	3					
Mn	II	192.552	1.8547882	8.2938151	51000000	1	3					
Mn	II	192.659	1.8326359	8.2681019	51000000	5	7					
Mn	II	192.695	1.8326359	8.2668737	17000000	5	5					
Mn	II	192.815	1.8326359	8.2629413	3400000	5	3					
Mn	II	193.045	6.865215	13.2878	120000000	7	7					
Mn	II	193.14	1.8475137	8.2668737	28000000	3	5					
Mn	II	193.26	1.8475137	8.2629413	3700000	3	3					
Mn	II	193.478	1.8547882	8.2629413	4300000	1	3					
Mn	II	193.507	5.3968661	11.804098	180000000	11	9					
Mn	II	193.674	6.8335544	13.2353	170000000	5	5					
Mn	II	194.266	6.9055496	13.2878	350000000	9	7					
Mn	II	194.354	5.3979231	11.77723	150000000	9	7					
Mn	II	194.416	6.8114703	13.188726	420000000	3	5					
Mn	II	194.436	6.1846056	12.5612	170000000	9	7					
Mn	II	194.477	6.8000707	13.17527	360000000	1	3					
Mn	II	194.515	6.8335544	13.20762	470000000	5	7					
Mn	II	194.634	6.865215	13.2353	220000000	7	5					
Mn	II	194.793	6.865215	13.230117	500000000	7	9					
Mn	II	194.828	6.8114703	13.17527	340000000	3	3					
Mn	II	195.014	3.703336	10.06104	140000000	5	5					
Mn	II	195.092	6.8335544	13.188726	260000000	5	5					
Mn	II	195.323	6.9055496	13.25319	520000000	9	11					
Mn	II	195.335	6.1855626	12.532844	150000000	7	5					
Mn	II	195.481	6.865215	13.20762	180000000	7	7					
Mn	II	195.893	4.823218	11.152425	100000000	9	7					
Mn	II	195.925	4.8007	11.128858	390000000	13	11					
Mn	II	196.037	6.9055496	13.230117	90000000	9	9					
Mn	II	196.924	4.3099509	10.606022	70000000	11	11					
Mn	II	199.423	3.907326	10.124509	120000000	9	7					
Mn	II	200.256	7.3817036	13.573036	180000000	9	9					
Mn	II	203.796	3.784458	9.868202	140000000	13	13					
Mn	II	203.83	3.803774	9.886494	120000000	11	11					
Mn	II	204.063	3.818225	9.894015	120000000	9	9					
Mn	II	207.687	4.8007	10.770438	120000000	13	13					
Mn	II	208.542	3.784458	9.729718	42000000	13	15					
Mn	II	208.957	5.3968661	11.330293	70000000	11	11					
Mn	II	209.813	3.803774	9.713014	46000000	11	13					
Mn	II	210.317	4.823218	10.718347	90000000	9	9					
Mn	II	211.463	3.818225	9.681338	53000000	9	11					
Mn	II	212.007	6.1846056	12.032622	70000000	9	9					
Mn	II	212.045	4.823218	10.670303	130000000	9	7					
Mn	II	213.412	4.823218	10.632812	80000000	9	9					
Mn	II	223.063	4.3099509	9.868202	48000000	11	13					
Mn	II	223.068	4.3283838	9.886494	49000000	9	11					
Mn	II	223.235	4.3400408	9.894015	53000000	7	9					
Mn	II	230.571	0	5.3772613	1460000	7	7					
Mn	II	232.113	4.8007	10.142318	120000000	13	13					
Mn	II	233.286	6.005305	11.320013	48000000	13	11					
Mn	II	233.395	5.992538	11.304743	45000000	11	9					
Mn	II	236.763	5.347626	10.584292	100000000	5	5					
Mn	II	237.408	3.7058299	8.928232	70000000	7	9					
Mn	II	239.802	7.991615	13.161897	330000000	5	7					
Mn	II	239.86	7.9936854	13.162709	300000000	7	9					
Mn	II	239.897	7.9936854	13.161897	80000000	7	7					
Mn	II	239.952	7.996254	13.163287	290000000	9	11					
Mn	II	239.979	7.996254	13.162709	100000000	9	9					
Mn	II	240.088	7.999323	13.163433	310000000	11	13					
Mn	II	240.095	7.999323	13.163287	90000000	11	11					
Mn	II	240.269	8.003185	13.163433	70000000	13	13					
Mn	II	240.281	8.003185	13.163152	350000000	13	15					
Mn	II	242.812	4.7568065	9.863005	170000000	5	7					
Mn	II	242.846	4.7568065	9.862287	400000000	5	5					
Mn	II	242.868	4.7568065	9.861818	600000000	5	3					
Mn	II	243.728	8.118872	13.205869	570000000	7	9					
Mn	II	243.81	4.7787381	9.864004	370000000	7	9					
Mn	II	243.858	4.7787381	9.863005	370000000	7	7					
Mn	II	243.893	4.7787381	9.862287	200000000	7	5					
Mn	II	244.119	6.391771	11.470606	80000000	11	9					
Mn	II	244.18	8.129152	13.206735	560000000	9	11					
Mn	II	244.221	8.129152	13.205869	39000000	9	9					
Mn	II	244.712	8.140635	13.207145	560000000	11	13					
Mn	II	244.733	8.140635	13.206735	43000000	11	11					
Mn	II	245.048	5.990647	11.050227	52000000	9	7					
Mn	II	245.29	8.152559	13.207145	35000000	13	13					
Mn	II	245.307	8.152559	13.20682	580000000	13	15					
Mn	II	245.323	4.8114165	9.865326	590000000	9	11					
Mn	II	245.388	4.8114165	9.864004	220000000	9	9					
Mn	II	245.436	4.8114165	9.863005	52000000	9	7					
Mn	II	245.853	8.118872	13.161897	180000000	7	7					
Mn	II	245.932	8.163991	13.205391	600000000	15	17					
Mn	II	245.948	6.1113498	11.152425	60000000	7	7					
Mn	II	246.287	8.129152	13.163287	38000000	9	11					
Mn	II	246.315	8.129152	13.162709	160000000	9	9					
Mn	II	246.696	4.1097923	9.1355822	52000000	11	9					
Mn	II	246.716	4.122308	9.1476927	46000000	9	7					
Mn	II	246.843	8.140635	13.163433	34000000	11	13					
Mn	II	246.85	8.140635	13.163287	160000000	11	11					
Mn	II	247.359	4.8007	9.813005	34000000	13	15					
Mn	II	247.43	8.152559	13.163433	180000000	13	13					
Mn	II	247.444	8.152559	13.163152	21000000	13	15					
Mn	II	248.01	8.163991	13.163152	230000000	15	15					
Mn	II	248.171	3.418399	8.4143048	1400000	11	9					
Mn	II	248.691	4.823218	9.8087148	53000000	9	11					
Mn	II	248.917	6.1113498	11.092293	60000000	7	9					
Mn	II	249.166	3.784458	8.7604253	27000000	13	11					
Mn	II	249.976	3.784458	8.7443092	70000000	13	11					
Mn	II	250.835	3.803774	8.7466314	32000000	11	9					
Mn	II	250.857	6.5281805	11.470606	70000000	9	9					
Mn	II	251.496	6.005305	10.935178	108000000	13	13					
Mn	II	251.736	3.418399	8.3435719	8700000	11	9					
Mn	II	251.75	3.818225	8.7431251	100000000	9	7					
Mn	II	251.814	3.419929	8.3435719	1900000	9	9					
Mn	II	251.894	6.494761	11.416848	230000000	9	7					
Mn	II	252.086	6.128213	11.046563	110000000	9	9					
Mn	II	252.101	6.4934578	11.411498	210000000	7	5					
Mn	II	252.128	5.992538	10.910053	100000000	11	11					
Mn	II	252.138	6.132897	11.050227	90000000	7	7					
Mn	II	252.377	5.990647	10.903312	100000000	9	9					
Mn	II	252.877	6.139411	11.042366	130000000	11	11					
Mn	II	253.354	4.0712369	8.964954	90000000	3	5					
Mn	II	253.409	4.0740154	8.966664	110000000	5	3					
Mn	II	253.498	4.0740154	8.964954	100000000	5	5					
Mn	II	253.58	5.3803433	10.2697054	36000000	7	9					
Mn	II	253.642	3.419929	8.3080841	46700000	9	7					
Mn	II	253.674	3.420542	8.3080841	13400000	7	7					
Mn	II	253.868	4.073782	8.9575769	160000000	7	7					
Mn	II	253.88	4.0740154	8.9575769	60000000	5	7					
Mn	II	254.369	3.420542	8.2947281	85000000	7	5					
Mn	II	254.422	3.420645	8.2938151	250000000	5	3					
Mn	II	254.746	6.139411	11.006369	28000000	11	11					
Mn	II	254.913	5.836388	10.700161	45000000	7	7					
Mn	II	254.952	4.0651815	8.928232	190000000	9	9					
Mn	II	255.008	6.1846056	11.046563	33000000	9	9					
Mn	II	255.058	6.1855626	11.046563	38000000	7	9					
Mn	II	255.23	6.1846056	11.042366	55000000	9	11					
Mn	II	255.262	3.703336	8.5604778	64000000	5	5					
Mn	II	255.262	5.3979231	10.255052	50000000	9	7					
Mn	II	255.392	3.7058299	8.5604778	15000000	7	5					
Mn	II	255.528	5.4176404	10.2697054	33000000	7	9					
Mn	II	255.734	3.419929	8.2681019	142000000	9	7					
Mn	II	255.766	3.420542	8.2681019	39000000	7	7	155	155	155	155	ggg
Mn	II	255.772	3.420645	8.2681019	3100000	5	7					
Mn	II	255.797	3.7135045	8.5604778	2800000	3	5					
Mn	II	255.831	3.420542	8.2668737	92000000	7	5					
Mn	II	255.836	3.420645	8.2668737	50000000	5	5					
Mn	II	255.907	5.3968661	10.241756	80000000	11	9					
Mn	II	255.937	3.418399	8.2627156	200000000	11	9					
Mn	II	255.963	5.3979231	10.241756	120000000	9	9					
Mn	II	256.018	3.419929	8.2627156	44000000	9	9					
Mn	II	256.045	3.420645	8.2629413	22000000	5	3					
Mn	II	256.051	3.420542	8.2627156	10700000	7	9					
Mn	II	256.303	5.4176404	10.255052	100000000	7	7					
Mn	II	256.441	3.415425	8.2502234	217000000	13	11					
Mn	II	256.461	5.3803433	10.214763	60000000	7	7					
Mn	II	256.488	5.836388	10.670303	60000000	7	7					
Mn	II	256.599	3.418399	8.2502234	25200000	11	11					
Mn	II	256.68	3.419929	8.2502234	2000000	9	11					
Mn	II	256.95	6.494761	11.320013	220000000	9	11					
Mn	II	257.169	5.4367494	10.257866	90000000	5	5					
Mn	II	257.172	3.925593	8.7466314	9500000	7	9					
Mn	II	257.32	5.4367494	10.255052	49000000	5	7					
Mn	II	257.688	0	4.8114165	280000000	7	9					
Mn	II	257.695	6.4934578	11.304743	210000000	7	9					
Mn	II	257.905	5.3772613	10.1846328	170000000	7	7					
Mn	II	257.958	5.3772613	10.183626	500000000	7	9					
Mn	II	258.374	5.3968661	10.195481	170000000	11	11					
Mn	II	258.431	5.3979231	10.195481	60000000	9	11					
Mn	II	258.528	6.139411	10.935178	130000000	11	13					
Mn	II	258.59	5.3914112	10.1860433	130000000	5	3					
Mn	II	258.622	5.3914112	10.1854621	290000000	5	5					
Mn	II	258.666	5.3914112	10.1846328	330000000	5	7					
Mn	II	258.807	6.494219	11.284827	200000000	5	7					
Mn	II	258.975	5.3968661	10.184367	280000000	11	13					
Mn	II	259.05	4.0651815	8.8512924	200000000	9	7					
Mn	II	259.059	5.4004014	10.1863424	500000000	3	1					
Mn	II	259.077	5.4004014	10.1860433	370000000	3	3					
Mn	II	259.092	5.4725424	10.257866	80000000	3	5					
Mn	II	259.092	5.108692	9.894015	250000000	11	9					
Mn	II	259.107	5.4004014	10.1854621	170000000	3	5					
Mn	II	259.144	5.3968661	10.181238	27000000	11	11					
Mn	II	259.202	5.3979231	10.181238	190000000	9	11					
Mn	II	259.22	3.7095383	8.4925077	140000000	5	3					
Mn	II	259.282	6.128213	10.910053	140000000	9	11					
Mn	II	259.408	5.106975	9.886494	230000000	13	11					
Mn	II	259.45	0	4.7787381	276000000	7	7					
Mn	II	259.643	5.3979231	10.173108	100000000	9	7					
Mn	II	259.835	6.6451983	11.416848	42000000	5	7					
Mn	II	259.902	6.132897	10.903312	120000000	7	9					
Mn	II	259.959	5.3803433	10.14972	43000000	7	9					
Mn	II	259.968	4.073782	8.842999	160000000	7	5					
Mn	II	259.968	3.7135045	8.4827133	140000000	3	5					
Mn	II	259.981	5.815271	10.584292	90000000	5	5					
Mn	II	260.033	5.3979231	10.165942	42000000	9	9					
Mn	II	260.262	6.9132748	11.67711	290000000	7	7					
Mn	II	260.276	5.3699198	10.133479	200000000	3	3					
Mn	II	260.35	5.105994	9.868202	230000000	15	13					
Mn	II	260.381	4.0740154	8.835658	100000000	5	3					
Mn	II	260.405	5.106975	9.868202	21000000	13	13					
Mn	II	260.45	3.7058299	8.4662193	120000000	7	7					
Mn	II	260.464	6.132897	10.893063	100000000	7	5					
Mn	II	260.509	5.4367494	10.196076	140000000	5	3					
Mn	II	260.646	0	4.7568065	269000000	7	5					
Mn	II	260.69	3.80445	8.5604778	25400000	3	5					
Mn	II	260.704	5.3968661	10.152616	44000000	11	11					
Mn	II	260.762	5.3979231	10.152616	27000000	9	11					
Mn	II	260.922	5.3979231	10.14972	70000000	9	9					
Mn	II	260.959	5.3734072	10.124509	100000000	5	7					
Mn	II	261.034	5.5199674	10.2697054	130000000	9	9					
Mn	II	261.098	3.415425	8.163991	300000000	13	15					
Mn	II	261.136	5.836388	10.584292	140000000	7	5					
Mn	II	261.163	6.128213	10.875604	100000000	9	7					
Mn	II	261.341	5.3803433	10.124509	90000000	7	7					
Mn	II	261.73	6.391771	11.128858	114000000	11	11					
Mn	II	261.893	3.418399	8.152559	290000000	11	13					
Mn	II	261.97	5.5477351	10.280496	150000000	5	5					
Mn	II	261.978	5.566872	10.299481	210000000	7	5					
Mn	II	262.009	5.4176404	10.14972	140000000	7	9					
Mn	II	262.388	3.415425	8.140635	1300000	13	11					
Mn	II	262.554	3.418399	8.140635	11600000	11	11					
Mn	II	262.574	5.4176404	10.139518	60000000	7	7					
Mn	II	262.639	3.419929	8.140635	260000000	9	11					
Mn	II	262.725	6.139411	10.858578	140000000	11	9					
Mn	II	262.784	5.4725424	10.190647	80000000	3	5					
Mn	II	262.908	5.566872	10.282765	180000000	7	7					
Mn	II	262.929	8.1292795	12.84478	260000000	5	5					
Mn	II	262.955	5.5477351	10.262768	130000000	5	3					
Mn	II	263.279	5.3734072	10.0827	180000000	5	3					
Mn	II	263.314	3.420542	8.129152	270000000	7	9					
Mn	II	263.639	5.566872	10.2697054	32000000	7	9					
Mn	II	263.639	5.4367494	10.139518	120000000	5	7					
Mn	II	263.868	5.5199674	10.218716	220000000	9	7					
Mn	II	263.896	3.420645	8.118872	270000000	5	7					
Mn	II	264.064	4.0651815	8.7604253	190000000	9	11					
Mn	II	264.302	6.1846056	10.875604	39000000	9	7					
Mn	II	264.356	6.1855626	10.875604	43000000	7	7					
Mn	II	264.841	4.0651815	8.7466314	6100000	9	9					
Mn	II	264.884	5.3803433	10.06104	190000000	7	5					
Mn	II	264.973	4.0651815	8.7443092	70000000	9	11					
Mn	II	265.182	4.0651815	8.740612	36000000	9	9					
Mn	II	265.266	6.1846056	10.858578	60000000	9	9					
Mn	II	265.329	4.073782	8.7466314	43000000	7	9					
Mn	II	265.661	5.5477351	10.214763	80000000	5	7					
Mn	II	265.671	4.073782	8.740612	210000000	7	9					
Mn	II	265.696	4.4974797	9.163867	200000000	5	3					
Mn	II	265.988	5.5199674	10.181238	60000000	9	11					
Mn	II	266.333	4.5086407	9.163867	90000000	3	3					
Mn	II	266.756	5.494392	10.142318	260000000	13	13					
Mn	II	266.769	4.073782	8.7214125	60000000	7	7					
Mn	II	266.782	4.0740154	8.7214125	180000000	5	7					
Mn	II	267.26	5.990647	10.629742	70000000	9	7					
Mn	II	267.26	6.494761	11.133824	130000000	9	9					
Mn	II	267.337	3.7058299	8.3435719	198000000	7	9					
Mn	II	267.389	4.1097923	8.7466314	3500000	11	9					
Mn	II	267.417	4.0712369	8.7075923	150000000	3	5					
Mn	II	267.524	4.1097923	8.7443092	33000000	11	11					
Mn	II	267.555	6.005305	10.639274	270000000	13	15					
Mn	II	267.578	4.0740154	8.7075923	90000000	5	5					
Mn	II	267.631	5.815271	10.447926	220000000	5	3					
Mn	II	267.631	5.5199674	10.152616	180000000	9	11					
Mn	II	267.805	5.992538	10.622199	90000000	11	9					
Mn	II	267.865	4.068968	8.697586	120000000	1	3					
Mn	II	267.996	4.0712369	8.697586	110000000	3	3					
Mn	II	268.074	5.992538	10.617532	230000000	11	13	155	155	155	155	ggg
Mn	II	268.113	4.122308	8.7466314	41000000	9	9					
Mn	II	268.118	6.5281805	11.152425	200000000	9	7					
Mn	II	268.148	5.105994	9.729718	140000000	15	15					
Mn	II	268.205	5.106975	9.729718	121000000	13	15					
Mn	II	268.534	4.1260367	8.7431251	80000000	7	7					
Mn	II	268.668	3.784458	8.39924	32000000	13	13					
Mn	II	268.678	6.391771	11.006369	101000000	11	11					
Mn	II	268.817	5.566872	10.179101	150000000	7	9					
Mn	II	268.825	6.4934578	11.10552	120000000	7	7					
Mn	II	269.059	3.803774	8.4118617	32000000	11	11					
Mn	II	269.178	5.106975	9.713014	150000000	13	13					
Mn	II	269.252	6.494219	11.098994	110000000	5	5					
Mn	II	269.278	5.108692	9.713014	95000000	11	13					
Mn	II	269.325	5.990647	10.594172	230000000	9	11					
Mn	II	269.399	3.7058299	8.3080841	94000000	7	7					
Mn	II	269.437	3.818225	8.4198363	15400000	9	9					
Mn	II	269.49	6.005305	10.606022	107000000	13	11					
Mn	II	269.49	6.5281805	11.128858	108000000	9	11					
Mn	II	269.616	3.7095383	8.3080841	68000000	5	7					
Mn	II	269.953	7.991615	12.584428	90000000	5	5					
Mn	II	269.979	3.7058299	8.2982025	130000000	7	5					
Mn	II	270.065	7.9936854	12.5845971	90000000	7	7					
Mn	II	270.182	3.7058299	8.2947281	80000000	7	5					
Mn	II	270.197	3.7095383	8.2982025	90000000	5	5					
Mn	II	270.233	7.996254	12.5843081	90000000	9	9					
Mn	II	270.25	3.415425	8.003185	260000000	13	13					
Mn	II	270.379	7.052638	11.638211	80000000	3	3					
Mn	II	270.402	3.7095383	8.2947281	28400000	5	5					
Mn	II	270.456	3.7095383	8.2938151	6600000	5	3					
Mn	II	270.478	3.415425	7.999323	29000000	13	11					
Mn	II	270.485	7.999323	12.583107	103000000	11	11					
Mn	II	270.636	3.7135045	8.2947281	41000000	3	5					
Mn	II	270.653	3.418399	7.999323	230000000	11	11					
Mn	II	270.69	3.7135045	8.2938151	13500000	3	3					
Mn	II	270.835	3.418399	7.996254	43000000	11	9					
Mn	II	270.872	8.003185	12.580425	117000000	13	13					
Mn	II	270.926	3.419929	7.996254	167000000	9	9					
Mn	II	270.962	3.420542	7.996254	10800000	7	9					
Mn	II	271.077	3.419929	7.9936854	60000000	9	7					
Mn	II	271.114	3.420542	7.9936854	190000000	7	7					
Mn	II	271.143	5.108692	9.681338	210000000	11	11					
Mn	II	271.193	8.2982025	12.870021	43000000	5	7					
Mn	II	271.237	3.420542	7.991615	49000000	7	5					
Mn	II	271.243	3.420645	7.991615	210000000	5	5					
Mn	II	271.539	8.3080841	12.874077	53000000	7	5					
Mn	II	271.554	9.007311	13.573036	200000000	9	9					
Mn	II	271.65	6.5281805	11.092293	54000000	9	9					
Mn	II	271.76	3.7058299	8.2681019	29200000	7	7					
Mn	II	271.78	8.3080841	12.870021	49000000	7	7					
Mn	II	271.833	3.7058299	8.2668737	20000000	7	5					
Mn	II	271.982	3.7095383	8.2681019	27700000	5	7					
Mn	II	272.011	5.105994	9.664041	108000000	15	15					
Mn	II	272.055	3.7095383	8.2668737	80000000	5	5					
Mn	II	272.055	6.9132748	11.470606	114000000	7	9					
Mn	II	272.07	5.106975	9.664041	150000000	13	15					
Mn	II	272.247	8.7075923	13.261704	110000000	5	3					
Mn	II	272.29	3.7095383	8.2629413	156000000	5	3					
Mn	II	272.29	3.7135045	8.2668737	10700000	3	5					
Mn	II	272.527	3.7135045	8.2629413	163000000	3	3					
Mn	II	272.839	5.106975	9.651194	84000000	13	13					
Mn	II	272.888	6.391771	10.935178	25000000	11	13					
Mn	II	272.942	5.108692	9.651194	180000000	11	13					
Mn	II	272.942	5.105994	9.6485	270000000	15	17					
Mn	II	273.042	8.7214125	13.262261	110000000	7	5					
Mn	II	273.47	6.1846056	10.718347	49000000	9	9					
Mn	II	273.783	6.128213	10.656775	70000000	9	7					
Mn	II	273.793	6.132897	10.661302	80000000	7	5					
Mn	II	273.838	5.3803433	9.907991	113000000	7	9					
Mn	II	273.911	8.3435719	12.870021	120000000	9	7					
Mn	II	274.103	7.052638	11.57588	130000000	3	3					
Mn	II	274.16	5.5477351	10.070075	100000000	5	7					
Mn	II	274.328	8.740612	13.260181	130000000	9	7					
Mn	II	274.571	6.1846056	10.700161	40000000	9	7					
Mn	II	274.631	6.1855626	10.700161	52000000	7	7					
Mn	II	274.654	6.5281805	11.042366	25000000	9	11					
Mn	II	274.813	6.1769182	10.688497	170000000	5	3					
Mn	II	274.877	5.566872	10.0774071	30000000	7	9					
Mn	II	274.951	6.1769182	10.68623	110000000	5	5					
Mn	II	275.037	8.7443092	13.252204	41000000	11	9					
Mn	II	275.094	3.907326	8.4143048	19600000	9	9					
Mn	II	275.427	6.128213	10.629742	33000000	9	7					
Mn	II	275.48	6.1855626	10.68623	53000000	7	5					
Mn	II	275.714	6.132897	10.629742	90000000	7	7					
Mn	II	275.889	6.128213	10.622199	70000000	9	9					
Mn	II	275.926	6.139411	10.632812	60000000	11	9					
Mn	II	276.025	8.7604253	13.252204	110000000	11	9					
Mn	II	276.182	6.005305	10.494511	140000000	13	13					
Mn	II	276.213	3.925593	8.4143048	1300000	7	9					
Mn	II	276.29	4.7568065	9.2442843	90000000	5	7					
Mn	II	276.337	4.073782	8.5604778	5900000	7	5					
Mn	II	276.447	5.3734072	9.858326	70000000	5	7					
Mn	II	276.458	6.1855626	10.670303	44000000	7	7					
Mn	II	276.647	5.3699198	9.851592	45000000	3	5					
Mn	II	276.862	6.5281805	11.006369	98000000	9	11					
Mn	II	276.863	6.139411	10.617532	34000000	11	13					
Mn	II	276.875	5.3803433	9.858326	70000000	7	7					
Mn	II	276.927	4.935624	9.4127696	190000000	7	5					
Mn	II	277.014	6.1855626	10.661302	90000000	7	5					
