Elem_name	ion.state	Wl	Ei	Ek	Ak	gi	gk	lineLeft	lineRight	bgrLeft	bgrRight	coment
Fe	I	417.681	2.84504259	5.8134352	11400000	3	5					
Fe	I	418.293	2.83159117	5.79564049	23200000	5	7					
Fe	I	418.356	3.01725044	5.98085478	5040000	5	5					
Fe	I	418.394	3.41695281	6.38029108	1300000	5	7					
Fe	I	418.607	2.83159117	5.79341882	10300000	5	5					
Fe	I	418.822	2.44955978	5.40986861	21500000	7	5					
Fe	I	418.877	3.43018998	6.39011087	4480000	3	5					
Fe	I	418.898	2.42543332	5.38520741	15200000	9	7					
Fe	I	419.074	3.69459719	6.65312587	2700000	9	7					
Fe	I	419.261	2.46883473	5.42604198	27300000	5	3					
Fe	I	419.286	2.85805275	5.81508605	4060000	1	3					
Fe	I	419.651	3.33201954	6.28647868	11100000	11	11					
Fe	I	419.68	3.01725044	5.97150625	1210000	5	5					
Fe	I	419.739	3.3965088	6.35034852	10900000	7	7					
Fe	I	419.943	3.3682564	6.32066224	14700000	9	9					
Fe	I	419.949	2.39920471	5.35157038	8030000	11	9					
Fe	I	419.982	3.41695281	6.36908625	12500000	5	5					
Fe	I	420.028	3.0468689	5.99867825	49200000	9	11					
Fe	I	420.211	3.3965088	6.34703293	6250000	7	9					
Fe	I	420.321	1.48486439	4.43461275	8220000	9	9					
Fe	I	420.512	3.6343498	6.58275864	2970000	13	13					
Fe	I	420.517	2.84504259	5.79341882	7370000	3	5					
Fe	I	420.672	3.41695281	6.36423934	2770000	5	5					
Fe	I	420.831	2.83159117	5.77776507	4800000	5	3					
Fe	I	421.153	2.4821184	5.42604198	14800000	3	3					
Fe	I	421.157	3.0713388	6.01523448	7180000	3	3					
Fe	I	421.483	2.84504259	5.7866575	21000000	3	1					
Fe	I	421.873	3.43018998	6.36908625	24600000	3	5					
Fe	I	422.055	3.5732189	6.51085164	28800000	11	13					
Fe	I	422.124	3.92860683	6.86576013	2800000	5	3					
Fe	I	422.153	3.0713388	6.00828827	18300000	3	1					
Fe	I	422.34	2.44955978	5.38520741	5760000	7	7					
Fe	I	422.536	3.3682564	6.30254306	10600000	9	11					
Fe	I	422.57	3.43018998	6.36423934	6810000	3	5					
Fe	I	422.664	3.41695281	6.35034852	16500000	5	7					
Fe	I	422.715	3.0468689	5.97991659	1320000	9	11					
Fe	I	422.761	2.84504259	5.77776507	4300000	3	3					
Fe	I	422.862	3.33201954	6.26404671	52900000	11	13					
Fe	I	423.07	3.2739844	6.20456765	2930000	3	3					
Fe	I	423.479	2.4821184	5.40986861	18500000	3	5					
Fe	I	423.658	3.3965088	6.32302612	1570000	7	5					
Fe	I	423.713	2.42543332	5.35157038	18800000	9	9					
Fe	I	424	3.3965088	6.32066224	24100000	7	9					
Fe	I	424.055	3.64164057	6.56541325	1300000	7	9					
Fe	I	424.156	3.54652001	6.46959714	6700000	5	3					
Fe	I	424.392	3.30092244	6.22237439	1320000	5	5					
Fe	I	424.501	3.88350907	6.80421351	2500000	7	5					
Fe	I	424.645	2.85805275	5.77776507	9000000	1	3					
Fe	I	424.654	3.33201954	6.25167222	1010000	11	9					
Fe	I	424.728	3.64164057	6.56078442	5850000	7	5					
Fe	I	424.862	3.3682564	6.28647868	19400000	9	11					
Fe	I	424.942	3.0713388	5.98901244	3820000	3	5					
Fe	I	425.132	2.46883473	5.38520741	20700000	5	7					
Fe	II	425.163	7.6839121	10.6000744	1200000	4	6					
Fe	I	425.198	1.55735733	4.47327202	10200000	7	7					
Fe	I	426.12	3.33201954	6.24162851	1570000	11	13					
Fe	I	426.133	3.0713388	5.98085478	2200000	3	5					
Fe	I	426.167	2.39920471	5.30848946	39900000	11	11					
Fe	I	426.54	3.3682564	6.27499663	1620000	9	7					
Fe	I	426.903	3.11096179	6.01523448	8170000	1	3					
Fe	I	426.995	3.30092244	6.20456765	3300000	5	3					
Fe	I	427.236	2.44955978	5.35157038	18200000	7	9					
Fe	I	427.296	1.48486439	4.38646275	22800000	9	11					
Fe	I	427.788	3.88160368	6.77986785	2600000	9	9					
Fe	I	427.943	3.3682564	6.26546671	1000000	9	7					
Fe	I	428.069	3.88350907	6.77986785	1500000	7	9					
Fe	I	428.361	2.17594512	5.07033256	12100000	7	5					
Fe	I	428.665	3.23672008	6.12905507	1780000	13	13					
Fe	I	428.703	3.63977237	6.53184961	1300000	5	5					
Fe	I	429.533	1.48486439	4.37135106	3120000	9	9					
Fe	I	429.925	3.0468689	5.93072834	1230000	9	11					
Fe	I	430.044	2.42543332	5.30848946	12900000	9	11					
Fe	I	430.666	3.01725044	5.89614419	5540000	5	3					
Fe	I	430.911	1.55735733	4.43461275	33800000	7	9					
Fe	I	431.024	3.6343498	6.51085164	1960000	13	13					
Fe	I	431.059	2.94879294	5.82506529	1780000	11	13					
Fe	I	431.159	3.92860683	6.80421351	2400000	5	5					
Fe	I	431.63	2.1978664	5.07033256	7760000	5	5					
Fe	I	432.698	1.60789577	4.47327202	51600000	5	7					
Fe	I	432.831	3.54652001	6.411013	11200000	5	5					
Fe	I	433.827	1.55735733	4.41527878	1020000	7	7					
Fe	I	434.449	3.25148176	6.10530689	1600000	7	5					
Fe	I	434.905	3.60252504	6.45335558	1700000	7	5					
Fe	I	435.396	2.22271209	5.07033256	3630000	3	5					
Fe	II	435.939	9.4388507	12.2829242	2500000	4	4					
Fe	I	436.203	3.64164057	6.48399171	1000000	7	5					
Fe	I	436.881	2.99035244	5.8282952	1560000	9	11					
Fe	I	437.1	3.0468689	5.88338708	6090000	9	9					
Fe	I	437.479	3.01762252	5.85168345	1040000	7	5					
Fe	I	438.4	3.5732189	6.40132623	1540000	11	11					
Fe	I	438.478	1.48486439	4.31247059	50000000	9	11					
Fe	I	438.912	3.0713388	5.89614419	3460000	3	3					
Fe	I	438.964	3.60252504	6.4269984	10300000	7	7					
Fe	I	439.218	3.01762252	5.84045966	1160000	7	9					
Fe	I	439.31	3.92860683	6.75085864	1100000	5	3					
Fe	II	439.637	9.8300771	12.6502274	1000000	6	8					
Fe	I	439.651	3.65369332	6.47375371	1700000	5	3					
Fe	I	440.253	3.60252504	6.41873101	6400000	7	7					
Fe	I	440.599	1.55735733	4.37135106	27500000	7	9					
Fe	I	440.965	2.1978664	5.00952178	1920000	5	3					
Fe	I	441.636	1.60789577	4.41527878	11900000	5	7					
Fe	I	442.381	2.84504259	5.64769932	8720000	3	3					
Fe	I	442.508	3.65369332	6.45554341	1800000	5	5					
Fe	I	443.143	3.01725044	5.81508605	2000000	5	3					
Fe	I	443.186	2.22271209	5.02027939	7450000	3	1					
Fe	I	443.446	3.65369332	6.44961696	21000000	5	3					
Fe	I	443.503	3.60252504	6.39809335	2620000	7	7					
Fe	I	443.959	3.68638944	6.47908516	8500000	3	1					
Fe	I	444.207	3.95972364	6.75085864	3000000	3	3					
Fe	I	444.359	2.1978664	4.98804995	3760000	5	5					
Fe	I	444.444	2.85805275	5.64769932	10200000	1	3					
Fe	I	444.808	3.68638944	6.47375371	5380000	3	3					
Fe	I	444.897	2.22271209	5.00952178	5110000	3	3					
Fe	I	445.156	3.11096179	5.89614419	1150000	1	3					
Fe	I	445.563	2.83159117	5.61423177	3380000	5	5					
Fe	I	445.628	3.88160368	6.66384071	4100000	9	7					
Fe	I	446.037	2.17594512	4.95563019	2520000	7	7					
Fe	I	446.322	3.60252504	6.3804339	2310000	7	9					
Fe	I	446.781	2.83159117	5.60664989	12000000	5	7					
Fe	I	446.819	3.92860683	6.70342551	3200000	5	5					
Fe	I	447.063	3.65369332	6.4269984	15900000	5	7					
Fe	II	447.084	9.8358352	12.6090094	1900000	8	10					
Fe	I	447.727	2.84504259	5.61423177	10100000	3	5					
Fe	I	448.287	3.68638944	6.4521243	4500000	3	3					
Fe	I	448.351	2.22271209	4.98804995	2190000	3	5					
Fe	I	448.4	3.65369332	6.41873101	2300000	5	7					
Fe	I	448.548	3.60252504	6.36664959	5040000	7	9					
Fe	I	448.693	3.68638944	6.44961696	11000000	3	3					
Fe	I	448.939	3.60252504	6.36423934	1400000	7	5					
Fe	I	449.134	3.01725044	5.77776507	3300000	5	3					
Fe	I	449.394	3.98410712	6.74302768	2600000	5	3					
Fe	I	449.582	2.1978664	4.95563019	3450000	5	7					
Fe	I	449.721	3.65369332	6.41060472	1400000	5	5					
Fe	I	451.879	3.0713388	5.81508605	1510000	3	3					
Fe	I	452.988	2.17594512	4.91297355	5440000	7	9					
Fe	I	454.912	3.54652001	6.27197352	4480000	5	7					
Fe	II	455.074	2.82812245	5.55260578	1000000	8	6					
Fe	I	455.74	3.60252504	6.32302612	10500000	7	5					
Fe	I	459.735	3.60252504	6.29938878	1500000	7	9					
Fe	II	459.977	7.8041909	10.4996322	1100000	8	8					
Fe	I	461.449	3.29183986	5.9786822	2500000	1	3					
Fe	I	462.058	3.60252504	6.28582776	5200000	7	5					
Fe	II	463.008	7.8448498	10.5226519	1000000	6	6					
Fe	II	463.662	5.95609042	8.6301144	1000000	6	8					
Fe	I	463.88	3.28302483	5.9557884	2800000	3	5					
Fe	I	463.931	3.60252504	6.27499663	3370000	7	7					
Fe	I	464.476	3.65369332	6.32302612	4410000	5	5					
Fe	I	464.874	2.94879294	5.61584517	1250000	11	11					
Fe	I	465.591	3.60252504	6.26546671	3680000	7	7					
Fe	I	466.284	4.55852281	7.21750752	3300000	7	5					
Fe	I	466.876	3.60252504	6.25813812	6030000	7	9					
Fe	I	467.048	3.65369332	6.30832866	6270000	5	3					
Fe	I	467.447	3.65369332	6.30606149	3810000	5	7					
Fe	I	468.016	3.60252504	6.25167222	4970000	7	9					
Fe	I	469.145	3.68638944	6.32915863	2290000	3	3					
Fe	I	469.272	2.99035244	5.63240401	1010000	9	9					
Fe	I	470.626	3.68638944	6.32083991	8800000	3	1					
Fe	I	471.16	3.01762252	5.64908881	1050000	7	7					
Fe	I	471.539	4.55852281	7.1878769	1800000	7	5					
Fe	I	472.872	3.68638944	6.30832866	6850000	3	3					
Fe	I	472.987	3.65369332	6.27499663	2870000	5	7					
Fe	I	473.542	4.29441489	6.9126439	1600000	5	5					
Fe	I	473.717	4.07581091	6.6930753	1280000	9	11					
Fe	I	473.81	3.21118938	5.82793998	4780000	9	11					
Fe	I	474.713	3.65369332	6.26546671	2270000	5	7					
Fe	I	475.128	4.55852281	7.16801526	2000000	7	7					
Fe	I	478.078	3.41489715	6.00828827	2790000	3	1					
Fe	I	478.814	3.01725044	5.60664989	1030000	5	7					
Fe	I	479.099	3.54652001	6.13438193	4570000	5	7					
Fe	I	479.961	4.1863644	6.76958063	2770000	5	7					
Fe	I	480.199	4.14264893	6.72458242	3010000	7	9					
Fe	I	480.422	3.64164057	6.22237439	1770000	7	5					
Fe	II	482.217	10.3076133	12.8787396	5400000	8	10					
Fe	II	482.749	10.3289055	12.8972034	2600000	6	8					
Fe	II	482.803	10.2880497	12.8560572	7500000	10	12					
Fe	II	483.046	10.2880497	12.8547671	1800000	10	10					
Fe	I	483.408	3.63977237	6.20456765	1760000	5	3					
Fe	I	483.722	4.10337372	6.66650376	1100000	9	9					
Fe	I	483.986	3.41695281	5.9786822	1200000	5	3					
Fe	I	484.167	4.15435379	6.71512541	1700000	7	7					
Fe	II	486.039	10.3289055	12.8798182	1900000	6	8					
Fe	I	486.048	4.19086081	6.74172473	1100000	5	5					
Fe	I	486.11	2.87550352	5.42604198	16200000	5	3					
Fe	II	486.204	10.2725501	12.8225962	8500000	12	14					
Fe	II	486.756	10.3076133	12.8547671	6000000	8	10					
Fe	II	487.133	10.3476866	12.892869	1400000	4	6					
Fe	I	487.268	2.86539125	5.40986861	24400000	7	5					
Fe	I	487.35	2.88199261	5.42604198	25400000	3	3					
Fe	I	487.957	2.88515991	5.42604198	12100000	1	3					
Fe	II	488.455	10.2725501	12.8108465	1700000	12	10					
Fe	II	488.466	10.2725501	12.8107881	5800000	12	12					
Fe	I	489.212	2.87550352	5.40986861	22500000	5	5					
Fe	I	489.286	2.85122419	5.38520741	30800000	9	7					
Fe	II	490.242	10.3476866	12.8767266	5600000	4	6					
Fe	I	490.468	2.88199261	5.40986861	6580000	3	5					
Fe	II	490.952	10.3289055	12.8542909	18500000	6	8					
Fe	I	491.315	3.92860683	6.4521243	1600000	5	3					
Fe	II	491.333	10.3289055	12.8523307	1100000	6	6					
Fe	II	491.456	10.2880497	12.8108465	1900000	10	10					
Fe	II	491.467	10.2880497	12.8107881	25800000	10	12					
Fe	I	491.86	4.19086081	6.71158094	6400000	5	3					
Fe	I	491.939	4.2305396	6.75085864	4200000	1	3					
Fe	I	492.037	2.86539125	5.38520741	17900000	7	7					
Fe	I	492.188	2.83252676	5.35157038	35800000	11	9					
Fe	II	492.356	10.3599422	12.8781204	8000000	2	4					
Fe	II	492.53	2.8910183	5.40831276	4300000	6	4					
Fe	I	493.169	3.95972364	6.47375371	5750000	3	3					
Fe	II	493.845	10.3076133	12.8182037	1400000	8	8					
Fe	I	494.019	2.87550352	5.38520741	3270000	5	7					
Fe	II	494.355	10.3076133	12.8156139	2700000	8	6					
Fe	II	494.644	10.3476866	12.8542212	4800000	4	2					
Fe	I	494.702	4.20888328	6.71512541	1300000	5	7					
Fe	II	494.828	10.3476866	12.8532884	2200000	4	4					
Fe	II	494.947	10.3076133	12.8126137	20600000	8	8					
Fe	II	495.017	10.3476866	12.8523307	42000000	4	6					
Fe	II	495.296	10.3076133	12.8108465	44000000	8	10					
Fe	II	495.403	10.3476866	12.850374	16300000	4	4					
Fe	I	495.868	2.85122419	5.35157038	11800000	9	9					
Fe	I	495.898	2.80829367	5.30848946	42200000	13	11					
Fe	II	496.02	10.3791615	12.8787396	4700000	8	10					
Fe	II	496.094	10.3914073	12.8906141	2100000	6	8					
Fe	I	496.396	4.17769679	6.67538611	1370000	11	13					
Fe	I	496.747	3.33201954	5.82793998	3310000	11	11					
Fe	II	497.074	10.3599422	12.8542212	20000000	2	2					
Fe	II	497.26	10.3599422	12.8532884	21100000	2	4					
Fe	II	497.273	10.3289055	12.8221898	5100000	6	4					
Fe	I	497.449	3.95972364	6.4521243	11000000	3	3					
Fe	II	497.56	10.3289055	12.8207506	1500000	6	6					
Fe	II	497.842	10.3599422	12.850374	61000000	2	4					
Fe	II	497.931	10.3289055	12.8188939	16900000	6	4					
Fe	I	497.999	3.98410712	6.47375371	11900000	5	3					
Fe	II	498.588	10.3289055	12.8156139	54000000	6	6					
Fe	II	498.596	10.413446	12.9001119	1700000	4	6					
Fe	I	498.664	3.92860683	6.41493251	14800000	5	5					
Fe	I	498.694	2.86539125	5.35157038	1390000	7	9					
Fe	I	498.761	4.21758325	6.70342551	2300000	3	5					
Fe	II	498.866	10.3914073	12.8767266	4300000	6	6					
Fe	I	499.034	4.15435379	6.63883718	5200000	7	7					
Fe	II	499.19	10.3289055	12.8126137	52000000	6	8					
Fe	II	499.283	10.2725501	12.7557949	6900000	12	10					
Fe	I	499.507	4.20888328	6.69101333	1900000	5	5					
Fe	II	500.058	10.2725501	12.7519476	9800000	12	10					
Fe	I	500.326	3.88160368	6.35967275	37000000	9	7					
Fe	II	500.335	10.2725501	12.7505746	157000000	12	14					
Fe	I	500.544	4.20888328	6.6858727	3700000	5	3					
Fe	II	500.558	10.2725501	12.7494678	71000000	12	12					
Fe	II	500.617	10.3807526	12.8573818	2000000	10	10					
Fe	I	500.752	2.83252676	5.30848946	5870000	11	11					
Fe	II	500.824	10.3791615	12.8547671	11500000	8	10					
Fe	II	500.885	10.3807526	12.8560572	7700000	10	12					
Fe	II	500.913	10.2880497	12.7632131	17400000	10	8					
Fe	II	501.038	10.3476866	12.8222325	39000000	4	2					
Fe	II	501.146	10.3807526	12.8547671	5400000	10	10					
Fe	II	501.242	10.3807526	12.8542909	2200000	10	8					
Fe	II	501.316	10.3791615	12.8523307	1500000	8	6					
Fe	II	501.338	10.3476866	12.8207506	5800000	4	6					
Fe	I	501.634	3.94332623	6.41493251	26400000	7	5					
Fe	II	501.715	10.3476866	12.8188939	62000000	4	4					
Fe	II	501.984	2.8910183	5.36090398	2000000	6	6					
Fe	II	502.141	10.2880497	12.7571589	3100000	10	12					
Fe	II	502.299	10.2880497	12.7563835	21300000	10	8					
Fe	I	502.299	4.2562228	6.72455738	6180000	7	9					
Fe	I	502.364	3.98410712	6.4521243	24000000	5	3					
Fe	II	502.382	10.3476866	12.8156139	37300000	4	6					
Fe	II	502.419	10.2880497	12.7557949	21400000	10	10					
Fe	I	502.459	4.28330826	6.75085864	2300000	5	3					
Fe	II	502.531	10.3914073	12.8586008	1600000	6	8					
Fe	II	502.82	10.3076133	12.7733903	15800000	8	6					
Fe	I	502.916	4.20888328	6.67419029	2200000	5	7					
Fe	I	502.953	3.5732189	6.03834476	2210000	11	9					
Fe	II	503.05	10.3599422	12.8245941	31000000	2	2					
Fe	II	503.203	10.2880497	12.7519476	71000000	10	10					
Fe	II	503.33	10.413446	12.8767266	6500000	4	6					
Fe	II	503.411	10.3914073	12.8542909	39300000	6	8					
Fe	II	503.541	10.3599422	12.8221898	10000000	2	4					
Fe	II	503.617	10.3914073	12.8532884	1300000	6	4					
Fe	II	503.71	10.2880497	12.7494678	94000000	10	12					
Fe	II	503.812	10.3914073	12.8523307	11900000	6	6					
Fe	II	504.216	10.3599422	12.8188939	15100000	2	4					
Fe	II	504.651	10.3076133	12.7644423	43000000	8	6					
Fe	II	504.904	10.3076133	12.7632131	19000000	8	8					
Fe	II	504.984	10.3289055	12.7841142	3900000	6	4					
Fe	I	504.984	3.95972364	6.41493251	4880000	3	5					
Fe	I	505.123	2.27860466	4.73314079	1650000	5	7					
Fe	I	505.825	4.26045326	6.71158094	1000000	3	3					
Fe	II	506.166	10.4477261	12.8972034	7300000	8	8					
Fe	II	506.312	10.3076133	12.7563835	63000000	8	8					
Fe	II	506.434	10.3076133	12.7557949	2000000	8	10					
Fe	II	506.652	10.430992	12.8781204	18300000	2	4					
Fe	II	506.93	10.3289055	12.7746894	54000000	6	4					
Fe	I	507.018	2.93984587	5.38520741	3370000	9	7					
Fe	II	507.231	10.3076133	12.7519476	48000000	8	10					
Fe	II	507.398	10.413446	12.8569773	4000000	4	6					
Fe	II	507.531	10.4477261	12.8906141	6200000	8	8					
Fe	I	507.616	4.22036211	6.66284114	14000000	9	11					
Fe	II	507.717	10.4552114	12.8972034	49000000	6	8					
Fe	II	507.774	10.3807526	12.8224715	2500000	10	12					
Fe	II	507.801	10.3791615	12.8207506	5100000	8	6					
Fe	II	507.971	10.413446	12.8542212	6200000	4	2					
Fe	II	508.164	10.413446	12.8532884	1600000	4	4					
Fe	II	508.331	10.3791615	12.8182037	2800000	8	8					
Fe	II	508.364	10.413446	12.8523307	32000000	4	6					
Fe	II	508.492	10.3476866	12.7859594	23000000	4	2					
Fe	II	508.663	10.3807526	12.8182037	1800000	10	8					
Fe	II	508.772	10.413446	12.850374	25000000	4	4					
Fe	II	508.872	10.3791615	12.8156139	16300000	8	6					
Fe	II	509.063	10.3289055	12.7644423	44000000	6	6					
Fe	II	509.091	10.4552114	12.8906141	12600000	6	8					
Fe	I	509.219	4.2562228	6.69101333	19000000	7	5					
Fe	II	509.499	10.3791615	12.8126137	47000000	8	8					
Fe	II	509.52	10.3807526	12.8141045	2800000	10	10					
Fe	II	509.632	10.4672943	12.9001119	8200000	4	6					
Fe	II	509.833	10.3807526	12.8126137	8100000	10	8					
Fe	II	509.869	10.3791615	12.8108465	53000000	8	10					
Fe	I	510.05	3.98410712	6.41493251	2790000	5	5					
Fe	II	510.203	10.3807526	12.8108465	44000000	10	10					
Fe	II	510.216	10.3807526	12.8107881	111000000	10	12					
Fe	II	510.433	10.4477261	12.8767266	2600000	8	6					
Fe	I	510.586	4.28330826	6.71158094	1800000	5	3					
Fe	II	510.753	10.3289055	12.7563835	18100000	6	8					
Fe	II	510.853	10.3476866	12.7746894	10000000	4	4					
Fe	II	510.896	10.3914073	12.8182037	7300000	6	8					
Fe	II	511.358	10.4552114	12.8798182	5100000	6	8					
Fe	II	511.442	10.3914073	12.8156139	12600000	6	6					
Fe	II	511.649	10.430992	12.8542212	40000000	2	2					
Fe	II	511.846	10.430992	12.8532884	58000000	2	4					
Fe	II	512.011	10.4552114	12.8767266	1200000	6	6					
Fe	II	512.076	10.3914073	12.8126137	6800000	6	8					
Fe	I	512.307	4.28330826	6.70342551	7900000	5	5					
Fe	I	512.762	4.2562228	6.67419029	3200000	7	7					
Fe	II	513.018	10.3476866	12.7644423	3200000	4	6					
Fe	I	513.881	4.17769679	6.59039805	10000000	11	9					
Fe	I	514.068	2.99804479	5.40986861	9160000	7	5					
Fe	I	514.089	2.93984587	5.35157038	8690000	9	9					
Fe	II	514.212	10.413446	12.8245941	8000000	4	2					
Fe	II	514.281	10.4672943	12.8781204	11000000	4	4					
Fe	II	514.531	10.4477261	12.8573818	15700000	8	10					
Fe	II	514.578	10.4672943	12.8767266	85000000	4	6					
Fe	II	514.716	10.413446	12.8222325	77000000	4	2					
Fe	II	514.726	10.413446	12.8221898	45000000	4	4					
Fe	II	515.033	10.413446	12.8207506	16100000	4	6					
Fe	II	515.09	10.4477261	12.8547671	90000000	8	10					
Fe	II	515.192	10.4477261	12.8542909	26300000	8	8					
Fe	II	515.431	10.413446	12.8188939	9000000	4	4					
Fe	II	515.612	10.4477261	12.8523307	3300000	8	6					
Fe	II	515.618	10.4514812	12.8560572	3400000	12	12					
Fe	II	515.835	10.4190334	12.8225962	2300000	14	14					
Fe	II	515.872	10.4552114	12.8586008	21100000	6	8					
Fe	II	516.135	10.413446	12.8156139	5000000	4	6					
Fe	II	516.221	10.4552114	12.8569773	1800000	6	6					
Fe	I	516.599	4.43461275	6.83462125	1600000	9	7					
Fe	II	516.799	10.4552114	12.8542909	28200000	6	8					
Fe	I	516.893	1.48486439	3.88350907	2720000	9	7					
Fe	II	517.047	2.8910183	5.28894824	4200000	6	8					
Fe	II	517.124	10.4996322	12.8972034	2000000	8	8					
Fe	II	517.222	10.4552114	12.8523307	19400000	6	6					
Fe	II	517.644	10.4552114	12.850374	4100000	6	4					
Fe	II	517.846	10.3791615	12.7733903	26300000	8	6					
Fe	II	517.982	10.430992	12.8245941	58000000	2	2					
Fe	II	518.175	10.3914073	12.7841142	51000000	6	4					
Fe	II	518.493	10.430992	12.8222325	1800000	2	2					
Fe	I	518.571	4.28330826	6.67419029	3800000	5	7					
Fe	II	518.831	10.4672943	12.8569773	26400000	4	6					
Fe	I	518.936	4.14264893	6.53184961	2110000	7	5					
Fe	II	519.218	10.430992	12.8188939	7600000	2	4					
Fe	II	519.236	10.5027943	12.8906141	10300000	8	8					
Fe	I	519.29	3.03847046	5.42604198	23200000	5	3					
Fe	I	519.379	2.99804479	5.38520741	13400000	7	7					
Fe	II	519.43	10.4672943	12.8542212	6100000	4	2					
Fe	II	519.634	10.4672943	12.8532884	48000000	4	4					
Fe	II	519.789	10.3791615	12.7644423	9600000	8	6					
Fe	I	519.938	4.30127816	6.6858727	2000000	3	3					
Fe	II	520.057	10.3791615	12.7632131	41000000	8	8					
Fe	II	520.225	10.3914073	12.7746894	57000000	6	4					
Fe	II	520.404	10.3807526	12.7632131	5900000	10	8					
Fe	II	520.508	10.3914073	12.7733903	31500000	6	6					
Fe	I	521.004	3.24096914	5.62068415	6230000	7	5					
Fe	II	521.428	10.5194227	12.8972034	15400000	6	8					
Fe	II	521.499	10.5226519	12.9001119	7100000	6	6					
Fe	II	521.54	10.4801123	12.8573818	13600000	10	10					
Fe	II	521.551	10.3791615	12.7563835	7700000	8	8					
Fe	II	521.594	10.5027943	12.8798182	7800000	8	8					
Fe	I	521.663	3.2657061	5.64241573	11000000	5	3					
Fe	II	521.68	10.3791615	12.7557949	24500000	8	10					
Fe	II	521.73	10.3807526	12.7571589	14200000	10	12					
Fe	II	521.831	10.5027943	12.8787396	74000000	8	10					
Fe	II	521.831	10.4801123	12.8560572	96000000	10	12					
Fe	I	521.884	3.21118938	5.58689276	2410000	9	7					
Fe	I	521.937	3.63977237	6.01523448	1560000	5	3					
Fe	II	522.029	10.3807526	12.7557949	16700000	10	10					
Fe	II	522.115	10.4801123	12.8547671	2200000	10	10					
Fe	II	522.137	10.5226519	12.8972034	8600000	6	8					
Fe	II	522.381	10.5194227	12.892869	21300000	6	6					
Fe	I	522.464	3.63521992	6.00828827	4030000	3	1					
Fe	II	522.471	10.3914073	12.7644423	27600000	6	6					
Fe	II	522.526	10.3791615	12.7519476	7700000	8	10					
Fe	II	522.586	10.413446	12.7859594	46000000	4	2					
Fe	II	522.742	10.3914073	12.7632131	11000000	6	8					
Fe	I	522.832	3.03847046	5.40986861	13600000	5	5					
Fe	I	522.864	1.55735733	3.92860683	2890000	7	5					
Fe	II	522.877	10.5194227	12.8906141	47000000	6	8					
Fe	II	522.894	10.4514812	12.8225962	122000000	12	14					
Fe	II	522.922	10.4514812	12.8224715	6400000	12	12					
Fe	I	522.983	4.22036211	6.59107351	1900000	9	7					
Fe	II	523.035	10.4477261	12.8182037	15300000	8	8					
Fe	II	523.337	10.5310027	12.9001119	9100000	4	6					
Fe	II	523.424	10.3807526	12.7494678	16800000	10	12					
Fe	I	523.44	2.93984587	5.30848946	19400000	9	11					
Fe	I	523.684	4.07581091	6.44334733	3750000	9	7					
Fe	I	523.766	4.1863644	6.55353246	2580000	5	3					
Fe	II	523.808	10.4552114	12.8221898	12800000	6	4					
Fe	II	523.941	10.4477261	12.8141045	30900000	8	10					
Fe	II	524.127	10.4552114	12.8207506	13300000	6	6					
Fe	II	524.251	10.3914073	12.7563835	7900000	6	8					
Fe	I	524.395	3.6343498	5.99867825	2380000	13	11					
Fe	I	524.524	4.2562228	6.61997175	2000000	7	9					
Fe	II	524.538	10.4552114	12.8188939	3900000	6	4					
Fe	II	524.663	10.4477261	12.8108465	2800000	8	10					
Fe	II	524.691	10.4552114	12.8182037	8700000	6	8					
Fe	II	524.942	10.5310027	12.892869	143000000	4	6					
Fe	I	525.057	4.47327202	6.83462125	1200000	7	7					
Fe	II	525.08	10.413446	12.7746894	15500000	4	4					
Fe	II	525.269	10.5194227	12.8798182	80000000	6	8					
Fe	I	525.492	3.28302483	5.64241573	2150000	3	3					
Fe	II	525.498	10.4514812	12.8108465	2000000	12	10					
Fe	II	525.511	10.4514812	12.8107881	14800000	12	12					
Fe	II	525.586	10.4996322	12.8586008	10400000	8	8					
Fe	II	525.858	10.4996322	12.8573818	34500000	8	10					
Fe	II	525.936	10.4552114	12.8126137	9000000	6	8					
Fe	II	525.958	10.4672943	12.8245941	12000000	4	2					
Fe	II	525.988	10.5226519	12.8798182	3200000	6	8					
Fe	II	526.172	10.4190334	12.7753777	185000000	14	16					
Fe	II	526.292	10.5027943	12.8586008	3500000	8	8					
Fe	II	526.378	10.5446893	12.9001119	17200000	4	6					
Fe	II	526.442	10.4996322	12.8547671	3200000	8	10					
Fe	I	526.477	3.2657061	5.62068415	6360000	5	5					
Fe	II	526.496	10.4672943	12.8221898	6700000	4	4					
Fe	II	526.548	10.4996322	12.8542909	11000000	8	8					
Fe	II	526.564	10.5027943	12.8573818	48000000	8	10					
Fe	II	526.745	10.4190334	12.7728134	2300000	14	14					
Fe	I	526.802	2.99804479	5.35157038	11000000	7	9					
Fe	II	526.987	10.4996322	12.8523307	4400000	8	6					
Fe	I	527.1	0.85899575	3.21118938	1270000	11	9					
Fe	II	527.15	10.5027943	12.8547671	15200000	8	10					
Fe	I	527.182	1.60789577	3.95972364	3670000	5	3					
Fe	II	527.257	10.5027943	12.8542909	2100000	8	8					
Fe	II	527.369	10.413446	12.7644423	4200000	4	6					
Fe	I	527.463	3.29183986	5.64241573	8120000	1	3					
Fe	II	527.97	10.4672943	12.8156139	2300000	4	6					
Fe	II	528.24	10.5310027	12.8781204	1300000	4	4					
